"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Trashing our own “backyard” – Investigating dispersal and accumulation of floating litter from coastal, riverine, and offshore sources in the German Bight using a citizen science-based wooden drifter recapture approach","162","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2020.105115","10.1016/j.marenvres.2020.105115",NA,"Marine Environmental Research","Elsevier BV","Schöneich-Argent, Rosanna Isabel and Freund, Holger","2020","dec","105115","Sch_neich_Argent_2020","article","10.1016/j.marenvres.2020.105115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test deformation and chemistry of foraminifera as response to anthropogenic heavy metal input","155","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2020.111112","10.1016/j.marpolbul.2020.111112",NA,"Marine Pollution Bulletin","Elsevier BV","Boehnert, S. and Birkelund, A.R. and Schmiedl, G. and Kuhnert, H. and Kuhn, G. and Hass, H.C. and Hebbeln, D.","2020","jun","111112","Boehnert_2020","article","10.1016/j.marpolbul.2020.111112",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Early Twentieth-Century Ocean Science Diplomacy","50","1939-182X","http://dx.doi.org/10.1525/hsns.2020.50.4.384","10.1525/hsns.2020.50.4.384","4","Historical Studies in the Natural Sciences","University of California Press","Robinson, Sam","2020","sep","384–410","Robinson_2020","article","10.1525/hsns.2020.50.4.384",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecological implications of removing a concrete gas platform in the North Sea","166","1385-1101","http://dx.doi.org/10.1016/j.seares.2020.101968","10.1016/j.seares.2020.101968",NA,"Journal of Sea Research","Elsevier BV","Coolen, Joop W.P. and Bittner, Oliver and Driessen, Floor M.F. and van Dongen, Udo and Siahaya, Midas S. and de Groot, Wim and Mavraki, Ninon and Bolam, Stefan G. and van der Weide, Babeth","2020","dec","101968","Coolen_2020","article","10.1016/j.seares.2020.101968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microplastics and seafood: lower trophic organisms at highest risk of contamination","190","0147-6513","http://dx.doi.org/10.1016/j.ecoenv.2019.110066","10.1016/j.ecoenv.2019.110066",NA,"Ecotoxicology and Environmental Safety","Elsevier BV","Walkinshaw, Chris and Lindeque, Penelope K. and Thompson, Richard and Tolhurst, Trevor and Cole, Matthew","2020","mar","110066","Walkinshaw_2020","article","10.1016/j.ecoenv.2019.110066",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Body size adaptions under climate change: zooplankton community more important than temperature or food abundance in model of a zooplanktivorous fish","636","1616-1599","http://dx.doi.org/10.3354/meps13241","10.3354/meps13241",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Ljungström, G and Claireaux, M and Fiksen, Ø and Jørgensen, C","2020","feb","1–18","Ljungstr_m_2020","article","10.3354/meps13241",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Integrated stratigraphy of foreland salt-marsh sediments of the south-eastern North Sea region","53","0078-0421","http://dx.doi.org/10.1127/nos/2020/0540","10.1127/nos/2020/0540","4","Newsletters on Stratigraphy","Schweizerbart","Bunzel, Dorothea and Milker, Yvonne and Müller-Navarra, Katharina and Arz, Helge Wolfgang and Friedrich, Jana and Lahajnar, Niko and Schmiedl, Gerhard","2020","sep","415–442","Bunzel_2020","article","10.1127/nos/2020/0540",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Accounting for the bin structure of data removes bias when fitting size spectra","636","1616-1599","http://dx.doi.org/10.3354/meps13230","10.3354/meps13230",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Edwards, AM and Robinson, JPW and Blanchard, JL and Baum, JK and Plank, MJ","2020","feb","19–33","Edwards_2020","article","10.3354/meps13230",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite telemetry and digital aerial surveys show strong displacement of red-throated divers (Gavia stellata) from offshore wind farms","160","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2020.104989","10.1016/j.marenvres.2020.104989",NA,"Marine Environmental Research","Elsevier BV","Heinänen, Stefan and Žydelis, Ramūnas and Kleinschmidt, Birgit and Dorsch, Monika and Burger, Claudia and Morkūnas, Julius and Quillfeldt, Petra and Nehls, Georg","2020","sep","104989","Hein_nen_2020","article","10.1016/j.marenvres.2020.104989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monitoring underwater nourishments using multibeam bathymetric and backscatter time series","158","0378-3839","http://dx.doi.org/10.1016/j.coastaleng.2020.103666","10.1016/j.coastaleng.2020.103666",NA,"Coastal Engineering","Elsevier BV","Gaida, Timo C. and van Dijk, Thaiënne A.G.P. and Snellen, Mirjam and Vermaas, Tommer and Mesdag, Chris and Simons, Dick G.","2020","jun","103666","Gaida_2020","article","10.1016/j.coastaleng.2020.103666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The performance of leaching experiments to assess the potential mobilization of trace elements during CO2 injection","120","0883-2927","http://dx.doi.org/10.1016/j.apgeochem.2020.104667","10.1016/j.apgeochem.2020.104667",NA,"Applied Geochemistry","Elsevier BV","Wilkinson, Mark and Carruthers, Kit and Thomas, Alexander L. and Haszeldine, R. Stuart","2020","sep","104667","Wilkinson_2020","article","10.1016/j.apgeochem.2020.104667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microplastics in aquatic environments: Toxicity to trigger ecological consequences","261","0269-7491","http://dx.doi.org/10.1016/j.envpol.2020.114089","10.1016/j.envpol.2020.114089",NA,"Environmental Pollution","Elsevier BV","Ma, Hui and Pu, Shengyan and Liu, Shibin and Bai, Yingchen and Mandal, Sandip and Xing, Baoshan","2020","jun","114089","Ma_2020","article","10.1016/j.envpol.2020.114089",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monitoring and managing fisheries discards: New technologies and approaches","116","0308-597X","http://dx.doi.org/10.1016/j.marpol.2019.103554","10.1016/j.marpol.2019.103554",NA,"Marine Policy","Elsevier BV","Suuronen, Petri and Gilman, Eric","2020","jun","103554","Suuronen_2020","article","10.1016/j.marpol.2019.103554",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impacts of shellfish reef management on the provision of ecosystem services resulting from climate change in the Dutch Wadden Sea","119","0308-597X","http://dx.doi.org/10.1016/j.marpol.2020.104058","10.1016/j.marpol.2020.104058",NA,"Marine Policy","Elsevier BV","Cobacho, Sara P. and Wanke, Sonja and Konstantinou, Zoi and El Serafy, Ghada","2020","sep","104058","Cobacho_2020","article","10.1016/j.marpol.2020.104058",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Size does matter — the eco-evolutionary effects of changing body size in fish","28","1208-6053","http://dx.doi.org/10.1139/er-2019-0076","10.1139/er-2019-0076","3","Environmental Reviews","Canadian Science Publishing","Ahti, Pauliina A. and Kuparinen, Anna and Uusi-Heikkilä, Silva","2020","sep","311–324","Ahti_2020","article","10.1139/er-2019-0076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"High-resolution fisheries data reveal effects of bivalve dredging on benthic communities in stressed coastal systems","642","1616-1599","http://dx.doi.org/10.3354/meps13330","10.3354/meps13330",NA,"Marine Ecology Progress Series","Inter-Research Science Center","McLaverty, C and Eigaard, OR and Dinesen, GE and Gislason, H and Kokkalis, A and Erichsen, AC and Petersen, JK","2020","may","21–38","McLaverty_2020","article","10.3354/meps13330",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Effects of offshore windfarms on seabird abundance: Strong effects in spring and in the breeding season","162","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2020.105157","10.1016/j.marenvres.2020.105157",NA,"Marine Environmental Research","Elsevier BV","Peschko, Verena and Mendel, Bettina and Müller, Sabine and Markones, Nele and Mercker, Moritz and Garthe, Stefan","2020","dec","105157","Peschko_2020","article","10.1016/j.marenvres.2020.105157",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Causal effects of population dynamics and environmental changes on spatial variability of marine fishes","11","2041-1723","http://dx.doi.org/10.1038/s41467-020-16456-6","10.1038/s41467-020-16456-6","1","Nature Communications","Springer Science and Business Media LLC","Wang, Jheng-Yu and Kuo, Ting-Chun and Hsieh, Chih-hao","2020","may",NA,"Wang_2020","article","10.1038/s41467-020-16456-6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Environmental effects of offshore produced water discharges: A review focused on the Norwegian continental shelf","162","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2020.105155","10.1016/j.marenvres.2020.105155",NA,"Marine Environmental Research","Elsevier BV","Beyer, Jonny and Goksøyr, Anders and Hjermann, Dag Øystein and Klungsøyr, Jarle","2020","dec","105155","Beyer_2020","article","10.1016/j.marenvres.2020.105155",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marine Litter Pollution in Baltic Sea Beaches – Application of the Sand Rake Method","8","2296-665X","http://dx.doi.org/10.3389/fenvs.2020.599978","10.3389/fenvs.2020.599978",NA,"Frontiers in Environmental Science","Frontiers Media SA","Haseler, Mirco and Balciunas, Arunas and Hauk, Rahel and Sabaliauskaite, Viktorija and Chubarenko, Irina and Ershova, Alexandra and Schernewski, Gerald","2020","nov",NA,"Haseler_2020","article","10.3389/fenvs.2020.599978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Relative impacts of multiple human stressors in estuaries and coastal waters in the North Sea–Baltic Sea transition zone","704","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2019.135316","10.1016/j.scitotenv.2019.135316",NA,"Science of The Total Environment","Elsevier BV","Andersen, Jesper H. and Al-Hamdani, Zyad and Harvey, E. Thérèse and Kallenbach, Emilie and Murray, Ciarán and Stock, Andy","2020","feb","135316","Andersen_2020","article","10.1016/j.scitotenv.2019.135316",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marine monitoring in Europe: is it adequate to address environmental threats and pressures?","16","1812-0792","http://dx.doi.org/10.5194/os-16-235-2020","10.5194/os-16-235-2020","1","Ocean Science","Copernicus GmbH","Painting, Suzanne J. and Collingridge, Kate A. and Durand, Dominique and Grémare, Antoine and Créach, Veronique and Arvanitidis, Christos and Bernard, Guillaume","2020","feb","235–252","Painting_2020","article","10.5194/os-16-235-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenological shuffling of major marine phytoplankton groups over the last six decades","26","1472-4642","http://dx.doi.org/10.1111/ddi.13028","10.1111/ddi.13028","5","Diversity and Distributions","Wiley","Chivers, William J. and Edwards, Martin and Hays, Graeme C.","2020","feb","536–548","Chivers_2020","article","10.1111/ddi.13028","Dong, Yunwei",NA,NA,NA,NA,NA,NA,NA,NA
"Reconstructing three decades of total international trawling effort in the North Sea","12","1866-3516","http://dx.doi.org/10.5194/essd-12-373-2020","10.5194/essd-12-373-2020","1","Earth System Science Data","Copernicus GmbH","Couce, Elena and Schratzberger, Michaela and Engelhard, Georg H.","2020","feb","373–386","Couce_2020","article","10.5194/essd-12-373-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The impact of intertidal areas on the carbonate system of the southern North Sea","17","1726-4189","http://dx.doi.org/10.5194/bg-17-4223-2020","10.5194/bg-17-4223-2020","16","Biogeosciences","Copernicus GmbH","Schwichtenberg, Fabian and Pätsch, Johannes and Böttcher, Michael Ernst and Thomas, Helmuth and Winde, Vera and Emeis, Kay-Christian","2020","aug","4223–4245","Schwichtenberg_2020","article","10.5194/bg-17-4223-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Species better track climate warming in the oceans than on land","4","2397-334X","http://dx.doi.org/10.1038/s41559-020-1198-2","10.1038/s41559-020-1198-2","8","Nature Ecology &amp; Evolution","Springer Science and Business Media LLC","Lenoir, Jonathan and Bertrand, Romain and Comte, Lise and Bourgeaud, Luana and Hattab, Tarek and Murienne, Jérôme and Grenouillet, Gaël","2020","may","1044–1059","Lenoir_2020","article","10.1038/s41559-020-1198-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Introduced marine ecosystem engineer indirectly affects parasitism in native mussel hosts","22","1573-1464","http://dx.doi.org/10.1007/s10530-020-02318-1","10.1007/s10530-020-02318-1","11","Biological Invasions","Springer Science and Business Media LLC","Goedknegt, M. Anouk and Buschbaum, Christian and van der Meer, Jaap and Wegner, K. Mathias and Thieltges, David W.","2020","aug","3223–3237","Goedknegt_2020","article","10.1007/s10530-020-02318-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Occurrence, stability, and associated species of subtidal mussel beds in the North Frisian Wadden Sea (German North Sea Coast)","233","0272-7714","http://dx.doi.org/10.1016/j.ecss.2019.106549","10.1016/j.ecss.2019.106549",NA,"Estuarine, Coastal and Shelf Science","Elsevier BV","Ricklefs, Klaus and Büttger, Heike and Asmus, Harald","2020","feb","106549","Ricklefs_2020","article","10.1016/j.ecss.2019.106549",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Light in the Dark: Retrieving Underwater Irradiance in Shallow Eutrophic Waters From AC-S Measurements","7","2296-7745","http://dx.doi.org/10.3389/fmars.2020.00343","10.3389/fmars.2020.00343",NA,"Frontiers in Marine Science","Frontiers Media SA","Gonçalves-Araujo, Rafael and Markager, Stiig","2020","may",NA,"Gon_alves_Araujo_2020","article","10.3389/fmars.2020.00343",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polymer types ingested by northern fulmars (Fulmarus glacialis) and southern hemisphere relatives","28","1614-7499","http://dx.doi.org/10.1007/s11356-020-10540-6","10.1007/s11356-020-10540-6","2","Environmental Science and Pollution Research","Springer Science and Business Media LLC","Kühn, Susanne and van Oyen, Albert and Bravo Rebolledo, Elisa L. and Ask, Amalie V. and van Franeker, Jan Andries","2020","aug","1643–1655","K_hn_2020","article","10.1007/s11356-020-10540-6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Less Nutrients but More Phytoplankton: Long-Term Ecosystem Dynamics of the Southern North Sea","7","2296-7745","http://dx.doi.org/10.3389/fmars.2020.00662","10.3389/fmars.2020.00662",NA,"Frontiers in Marine Science","Frontiers Media SA","Xu, Xu and Lemmen, Carsten and Wirtz, Kai W.","2020","aug",NA,"Xu_2020","article","10.3389/fmars.2020.00662",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimating maturity from size-at-age data: Are real-world fisheries datasets up to the task?","30","1573-5184","http://dx.doi.org/10.1007/s11160-020-09617-9","10.1007/s11160-020-09617-9","4","Reviews in Fish Biology and Fisheries","Springer Science and Business Media LLC","Wootton, Henry F. and Morrongiello, John R. and Audzijonyte, Asta","2020","aug","681–697","Wootton_2020","article","10.1007/s11160-020-09617-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A century of coping with environmental and ecological changes via compensatory biomineralization in mussels","27","1365-2486","http://dx.doi.org/10.1111/gcb.15417","10.1111/gcb.15417","3","Global Change Biology","Wiley","Telesca, Luca and Peck, Lloyd S. and Backeljau, Thierry and Heinig, Mario F. and Harper, Elizabeth M.","2020","nov","624–639","Telesca_2020","article","10.1111/gcb.15417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Overview of global status of plastic presence in marine vertebrates","27","1365-2486","http://dx.doi.org/10.1111/gcb.15416","10.1111/gcb.15416","4","Global Change Biology","Wiley","López‐Martínez, Sergio and Morales‐Caselles, Carmen and Kadar, Julianna and Rivas, Marga L.","2020","nov","728–737","L_pez_Mart_nez_2020","article","10.1111/gcb.15416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Content of toxic metals and <scp>As</scp> in marine and freshwater fish species available for sale in <scp>EU</scp> supermarkets and health risk associated with its consumption","101","1097-0010","http://dx.doi.org/10.1002/jsfa.10911","10.1002/jsfa.10911","7","Journal of the Science of Food and Agriculture","Wiley","Jarosz‐Krzemińska, Elżbieta and Mikołajczyk, Natalia and Adamiec, Ewa","2020","nov","2818–2827","Jarosz_Krzemi_ska_2020","article","10.1002/jsfa.10911",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bioconcentration of Organotin Cations during Molting Inhibits Heterocypris incongruens Growth","54","1520-5851","http://dx.doi.org/10.1021/acs.est.0c02855","10.1021/acs.est.0c02855","22","Environmental Science &amp; Technology","American Chemical Society (ACS)","Nolte, Tom M. and De Cooman, Ward and Vink, Jos P. M. and Elst, Raf and Ryken, Els and Ragas, Ad M. J. and Hendriks, A. Jan.","2020","nov","14288–14301","Nolte_2020","article","10.1021/acs.est.0c02855",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Complex patterns of secondary spread without loss of genetic diversity in invasive populations of the Asian shore crab Hemigrapsus takanoi (Decapoda) along European coasts","167","1432-1793","http://dx.doi.org/10.1007/s00227-020-03790-y","10.1007/s00227-020-03790-y","12","Marine Biology","Springer Science and Business Media LLC","Geburzi, Jonas C. and Ewers-Saucedo, Christine and Brandis, Dirk and Hartl, Günther B.","2020","nov",NA,"Geburzi_2020","article","10.1007/s00227-020-03790-y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Effects of Exposure to Low Concentrations of Oil on the Expression of Cytochrome P4501a and Routine Swimming Speed of Atlantic Haddock (Melanogrammus aeglefinus) Larvae In Situ","54","1520-5851","http://dx.doi.org/10.1021/acs.est.0c04889","10.1021/acs.est.0c04889","21","Environmental Science &amp; Technology","American Chemical Society (ACS)","Cresci, Alessandro and Paris, Claire B. and Browman, Howard I. and Skiftesvik, Anne Berit and Shema, Steven and Bjelland, Reidun and Durif, Caroline M. F. and Foretich, Matthew and Di Persia, Camilla and Lucchese, Veronica and Vikebø, Frode B. and Sørhus, Elin","2020","sep","13879–13887","Cresci_2020","article","10.1021/acs.est.0c04889",NA,NA,NA,NA,NA,NA,NA,NA,NA
