...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
2680,9370551,(1) The north sea,1992,14881965,https://sysrev.com/p/99278/article/14881965,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2681,9370553,Coliphages as indicators of faecal pollution at three recreational beaches on the firth of forth,1989,14885860,https://sysrev.com/p/99278/article/14885860,TRUE,NA,NA,Primary_research_article,Pollution,Pathogens_from_land_based_sources,NA,Change_biomass_abundance,NA,Bacteria_other_microorganisms,NA,Community,IVb,3,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2682,9370554,Improvements in the determination of trace elements in seawater,1992,14881599,https://sysrev.com/p/99278/article/14881599,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2683,9370555,Dirty deeds,1989,14881941,https://sysrev.com/p/99278/article/14881941,FALSE,Abstract_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2684,9370556,Production in a Schooling Fishery: The Case of the North Sea Herring Fishery,1989,14885272,https://sysrev.com/p/99278/article/14885272,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,TRUE,Management,NA
2685,9370561,Seabirds as monitor organisms of contaminants along the German North Sea coast,1989,14884592,https://sysrev.com/p/99278/article/14884592,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances|||Metal_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2686,9370562,Investigations of phagocytosis concerning the immunological defence mechanism of Mytilus edulis using a sublethal luminescent bacterial assay (Photobacterium phosphoreum),1991,14882625,https://sysrev.com/p/99278/article/14882625,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_physiology,NA,Benthos,NA,Individual,IVa||| IVb,6|||Norvegian_coast,Not_specified,NA,Experiment,TRUE,TRUE,Not_tested,NA
2687,9370563,Application of a cytochrome P-450 IA1-ELISA in environmental monitoring and toxicological testing of fish,1991,14886356,https://sysrev.com/p/99278/article/14886356,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2688,9370564,"Polychlorinated biphenyls in oystercatchers (Haematopus ostralegus) from the oosterschelde (Dutch Delta area) and the Western Wadden Sea, that died from starvation during severe winter weather",1991,14886499,https://sysrev.com/p/99278/article/14886499,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2689,9370567,Fish Resources; Threats and Protection,1991,14884416,https://sysrev.com/p/99278/article/14884416,TRUE,NA,NA,Review,Global_change,Global_change,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Management,NA
2690,9370571,Cellular effects of environmental contamination in fish from the River Elbe and the North Sea,1989,14882504,https://sysrev.com/p/99278/article/14882504,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances|||Metal_substances,NA,Change_physiology,NA,Fish,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2691,10103967,Seasonal microplastics variation in nival and pluvial stretches of the Rhine River – From the Swiss catchment towards the North Sea,2020,14882300,https://sysrev.com/p/99278/article/14882300,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2692,10103970,Zinc isotopic variation of water and surface sediments from the German Elbe River,2020,14884724,https://sysrev.com/p/99278/article/14884724,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_water_properties|||Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2693,10103971,The Travelling Particles: Investigating microplastics as possible transport vectors for multidrug resistant E. coli in the Weser estuary (Germany),2020,14881383,https://sysrev.com/p/99278/article/14881383,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter|||Pathogens_from_land_based_sources,NA,Change_chemical_water_properties|||Change_biomass_abundance,NA,Chemical|||Bacteria_other_microorganisms,NA,Population,IVb,6,Estuary,NA,Experiment|||Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2694,10103972,With a little help from my friends: physiological integration facilitates invasion of wetland grass Elymus athericus into flooded soils,2020,14880990,https://sysrev.com/p/99278/article/14880990,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Other,Physiological_integration,Macropthytes,NA,Individual,IVb,6,Saltmarsh,NA,Experiment,FALSE,FALSE,Not_tested,NA
2695,10103976,"Winters not too cold, summers not too warm: long-term effects of climate change on the dynamics of a dominant species in the Wadden Sea: the cockle Cerastoderma edule L.",2020,14883096,https://sysrev.com/p/99278/article/14883096,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Benthos,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
2696,10103978,Earth Observations for Monitoring Marine Coastal Hazards and Their Drivers,2020,14886559,https://sysrev.com/p/99278/article/14886559,TRUE,NA,NA,Review,Global_change,Global_change,NA,Multiple,NA,All,NA,Ecosystem,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2697,10103981,Bigger juveniles and smaller adults: Changes in fish size correlate with warming seas,2020,14884065,https://sysrev.com/p/99278/article/14884065,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_life_history_traits,NA,Fish,NA,Population,IVa||| IVb|||IVc,1|||2|||3|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2698,10103984,Chemicals of emerging concern in marine specimens of the German Environmental Specimen Bank,2020,14882417,https://sysrev.com/p/99278/article/14882417,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Benthos|||Fish,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2699,10103988,Influence of Riverine Input on Norwegian Coastal Systems,2020,14882136,https://sysrev.com/p/99278/article/14882136,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Phytoplankton|||Chemical,NA,Not_applicable,IVa,Norvegian_coast,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2700,10103989,Understanding the Role of Organic Matter Cycling for the Spatio-Temporal Structure of PCBs in the North Sea,2020,14884496,https://sysrev.com/p/99278/article/14884496,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
2701,10103993,Resource Niches of Co-occurring Invertebrate Species at an Offshore Wind Turbine Indicate a Substantial Degree of Trophic Plasticity,2020,14881352,https://sysrev.com/p/99278/article/14881352,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_trophic_functioning,NA,Benthos,NA,Community,IVc,6,Other,artificial_reef,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2702,10103995,Cumulative impact assessment for ecosystem-based marine spatial planning,2020,14886486,https://sysrev.com/p/99278/article/14886486,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2703,10103996,The historical ecology and demise of the iconic Angelshark Squatina squatina in the southern North Sea,2020,14884605,https://sysrev.com/p/99278/article/14884605,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement|||Review,TRUE,TRUE,Not_tested,NA
2704,10103998,Opportunistically collected data from aerial surveys reveal spatio-temporal distribution patterns of marine debris in German waters,2020,14885004,https://sysrev.com/p/99278/article/14885004,TRUE,NA,NA,Primary_research_article,Pollution,Other_litter,marine_devris,Quantification_driver,NA,Chemical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2705,10103999,Long-term invasion dynamics of Spartina increase vegetation diversity and geomorphological resistance of salt marshes against sea level rise,2020,14883260,https://sysrev.com/p/99278/article/14883260,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction|||Sea_level_rise,NA,Change_diversity|||Change_physical_sediment_properties,NA,Macropthytes,NA,Population,IVb,6,Saltmarsh,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2706,10104003,Attracted to the outside: a meso-scale response pattern of lesser black-backed gulls at an offshore wind farm revealed by GPS telemetry,2019,14884568,https://sysrev.com/p/99278/article/14884568,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Other,Change_Behaviour,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement|||Modelling,TRUE,FALSE,Not_tested,NA
2707,10104004,First indications for reduced mortality of non-target invertebrate benthic megafauna after pulse beam trawling,2020,14881052,https://sysrev.com/p/99278/article/14881052,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Incidental_mortality,NA,Benthos,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Management,NA
2708,10104008,Handle with Care—Microplastic Particles in Intestine Samples of Seals from German Waters,2020,14883327,https://sysrev.com/p/99278/article/14883327,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2709,10104011,"The Tides They Are A‐Changin’: A Comprehensive Review of Past and Future Nonastronomical Changes in Tides, Their Driving Mechanisms, and Future Implications",2020,14882429,https://sysrev.com/p/99278/article/14882429,TRUE,NA,NA,Primary_research_article,Climate_change,Sea_level_rise,NA,Change_physical_water_properties,NA,Physical,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2710,10104012,"Trajectories of Changes in Phytoplankton Biomass, Phaeocystis globosa and Diatom (incl. Pseudo-nitzschia sp.) Abundances Related to Nutrient Pressures in the Eastern English Channel, Southern North Sea",2020,14884249,https://sysrev.com/p/99278/article/14884249,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance,NA,Phytoplankton,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2711,10104019,Coping with the “dirt”: brown shrimp and the microplastic threat,2020,14882651,https://sysrev.com/p/99278/article/14882651,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Plastic_ingestion,NA,Benthos,NA,Individual,IVb,6,Estuary,NA,Experiment,FALSE,TRUE,Not_tested,NA
2712,10104021,Survival rates for Nephrops norvegicus discarded from Northern European trawl fisheries,2020,14883017,https://sysrev.com/p/99278/article/14883017,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_life_history_traits,NA,Benthos,NA,Individual,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2713,10104024,Different bottom trawl fisheries have a differential impact on the status of the North Sea seafloor habitats,2020,14886654,https://sysrev.com/p/99278/article/14886654,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Destructive_fisheries_seabed,NA,Multiple,NA,Benthos|||Fish,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling|||Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2714,10104028,"Trashing our own “backyard” – Investigating dispersal and accumulation of floating litter from coastal, riverine, and offshore sources in the German Bight using a citizen science-based wooden drifter recapture approach",2020,14884446,https://sysrev.com/p/99278/article/14884446,TRUE,NA,NA,Primary_research_article,Pollution,Other_litter,NA,Quantification_driver,NA,Chemical,NA,Not_applicable,IVb,6|||7,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2715,10104038,Early Twentieth-Century Ocean Science Diplomacy,2020,14886118,https://sysrev.com/p/99278/article/14886118,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2716,10104039,Ecological implications of removing a concrete gas platform in the North Sea,2020,14885243,https://sysrev.com/p/99278/article/14885243,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_diversity|||Change_biomass_abundance|||Change_trophic_functioning,NA,Benthos,NA,Community,IVc,6,Other,Artificial_reef,Field_observations_measurement,TRUE,FALSE,Management,NA
2717,10104042,Microplastics and seafood: lower trophic organisms at highest risk of contamination,2020,14884259,https://sysrev.com/p/99278/article/14884259,TRUE,NA,NA,Review,Pollution,Plastic_litter,NA,Multiple,NA,Chemical|||Macropthytes|||Benthos|||Fish,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Review,FALSE,FALSE,Not_tested,NA
2718,10104052,Satellite telemetry and digital aerial surveys show strong displacement of red-throated divers (Gavia stellata) from offshore wind farms,2020,14883331,https://sysrev.com/p/99278/article/14883331,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_distribution,NA,Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2719,10104053,Monitoring underwater nourishments using multibeam bathymetric and backscatter time series,2020,14881273,https://sysrev.com/p/99278/article/14881273,TRUE,NA,NA,Primary_research_article,Sea_use_change,Coastal_development,NA,Coastal_erosion_sedimentation,NA,Physical,NA,Not_applicable,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2720,10104054,The performance of leaching experiments to assess the potential mobilization of trace elements during CO2 injection,2020,14881145,https://sysrev.com/p/99278/article/14881145,TRUE,NA,NA,Primary_research_article,Sea_use_change,Metal_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVa,3,Not_specified,NA,Experiment,FALSE,TRUE,Management,NA
2721,10104055,Microplastics in aquatic environments: Toxicity to trigger ecological consequences,2020,14884267,https://sysrev.com/p/99278/article/14884267,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,could'nt find North Sea related key words
2722,10104061,Impacts of shellfish reef management on the provision of ecosystem services resulting from climate change in the Dutch Wadden Sea,2020,14886474,https://sysrev.com/p/99278/article/14886474,TRUE,NA,NA,Primary_research_article,Climate_change,Other,climate_change_scenario,Multiple,NA,All,NA,Ecosystem,IVc,6,Not_specified,NA,Modelling,TRUE,TRUE,Management|||Conservation_protection|||Restoration,NA
2723,10104062,Size does matter — the eco-evolutionary effects of changing body size in fish,2020,14880912,https://sysrev.com/p/99278/article/14880912,TRUE,NA,NA,Review,Climate_change|||Direct_exploitation,Temperature|||Oxygen||| Fishing_exploitation,NA,Change_life_history_traits,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
2724,10104070,Effects of offshore windfarms on seabird abundance: Strong effects in spring and in the breeding season,2020,14885861,https://sysrev.com/p/99278/article/14885861,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_distribution|||Degradation_habitat_loss|||Change_biomass_abundance,NA,Seabirds,NA,Population,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2725,10104072,Causal effects of population dynamics and environmental changes on spatial variability of marine fishes,2020,14884839,https://sysrev.com/p/99278/article/14884839,TRUE,NA,NA,Primary_research_article,Climate_change|||Direct_exploitation,Temperature||| Fishing_exploitation,NA,Change_biomass_abundance|||Change_demographic_structure|||Change_distribution,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
